"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.3146 0.9748 0 0 0.3146 0.9748 0.3486 0 0.3486
"AF7" 0.4332 0.4948 0 0 0.4332 0.4948 0.6906 0 0.6906
"AF3" 0.106 0.0774 0 0 0.106 0.0774 0.033 0 0.033
"F1" 0.4296 0.0738 0 0 0.4296 0.0738 0.1262 0 0.1262
"F3" 0.7692 0.2404 0 0 0.7692 0.2404 0.7662 0 0.7662
"F5" 0.9602 0.9062 0 0 0.9602 0.9062 0.9326 0 0.9326
"F7" 0.998 0.9206 0 0 0.998 0.9206 0.9632 0 0.9632
"FT7" 0.9676 0.9932 0 0 0.9676 0.9932 0.9698 0 0.9698
"FC5" 0.8304 0.623 0 0 0.8304 0.623 0.7868 0 0.7868
"FC3" 0.9386 0.1568 0 0 0.9386 0.1568 0.3194 0 0.3194
"FC1" 0.5898 0.2082 0 0 0.5898 0.2082 0.231 0 0.231
"C1" 0.9496 0.921 0 0 0.9496 0.921 0.9474 0 0.9474
"C3" 0.694 0.1906 0 0 0.694 0.1906 0.4528 0 0.4528
"C5" 0.602 0.4184 0 0 0.602 0.4184 0.9984 0 0.9984
"T7" 0.5564 0.0238 0 0 0.5564 0.0238 0.083 0 0.083
"TP7" 0.9608 0.9892 0 0 0.9608 0.9892 0.961 0 0.961
"CP5" 0.817 0.882 0 0 0.817 0.882 0.888 0 0.888
"CP3" 0.9902 0.98 0 0 0.9902 0.98 0.9916 0 0.9916
"CP1" 0.86 0.4524 0 0 0.86 0.4524 0.5182 0 0.5182
"P1" 0.1392 0.0304 0 0 0.1392 0.0304 0.8798 0 0.8798
"P3" 0.835 0.9136 0 0 0.835 0.9136 0.8706 0 0.8706
"P5" 0.4748 0.7496 0 0 0.4748 0.7496 0.475 0 0.475
"P7" 0.6298 0.9948 0 0 0.6298 0.9948 0.692 0 0.692
"P9" 0.8132 0.7272 0 0 0.8132 0.7272 0.7354 0 0.7354
"PO7" 0.3084 0.4206 0 0 0.3084 0.4206 0.6232 0 0.6232
"PO3" 0.5596 0.522 0 0 0.5596 0.522 0.892 0 0.892
"O1" 0.5532 0.457 0 0 0.5532 0.457 0.401 0 0.401
"Oz" 0.7412 0.4984 0 0 0.7412 0.4984 0.506 0 0.506
"POz" 0.3698 0.0142 0 0 0.3698 0.0142 0.493 0 0.493
"Pz" 0.353 0.4578 0 0 0.353 0.4578 0.7846 0 0.7846
"CPz" 0.9652 0.6134 0 0 0.9652 0.6134 0.6422 0 0.6422
"Fpz" 0.5562 0.521 0 0 0.5562 0.521 0.8174 0 0.8174
"Fp2" 0.4332 0.9948 0 0 0.4332 0.9948 0.514 0 0.514
"AF8" 0.8578 0.8928 0 0 0.8578 0.8928 0.8452 0 0.8452
"AF4" 0.3632 0.443 0 0 0.3632 0.443 0.691 0 0.691
"AFz" 0.6626 0.8044 0 0 0.6626 0.8044 0.7994 0 0.7994
"Fz" 0.8122 0.186 0 0 0.8122 0.186 0.6408 0 0.6408
"F2" 0.5248 0.7006 0 0 0.5248 0.7006 0.7884 0 0.7884
"F4" 0.9924 0.7754 0 0 0.9924 0.7754 0.8456 0 0.8456
"F6" 0.7348 0.8182 0 0 0.7348 0.8182 0.8994 0 0.8994
"F8" 0.8978 0.1874 0 0 0.8978 0.1874 0.3946 0 0.3946
"FT8" 0.6442 0.1754 0 0 0.6442 0.1754 0.2388 0 0.2388
"FC6" 0.5858 0.6046 0 0 0.5858 0.6046 0.8968 0 0.8968
"FC4" 0.9684 0.8334 0 0 0.9684 0.8334 0.8932 0 0.8932
"FC2" 0.9852 0.6892 0 0 0.9852 0.6892 0.7282 0 0.7282
"FCz" 0.9878 0.9938 0 0 0.9878 0.9938 0.9958 0 0.9958
"Cz" 0.0662 0.0602 0 0 0.0662 0.0602 0.8194 0 0.8194
"C2" 0.9896 0.1528 0 0 0.9896 0.1528 0.1912 0 0.1912
"C4" 0.755 0.4942 0 0 0.755 0.4942 0.56 0 0.56
"C6" 0.3174 0.202 0 0 0.3174 0.202 0.1724 0 0.1724
"T8" 0.974 0.0022 0 0 0.974 0.0022 0.062 0 0.062
"TP8" 0.6518 0.225 0 0 0.6518 0.225 0.4896 0 0.4896
"CP6" 0.939 0.1996 0 0 0.939 0.1996 0.2038 0 0.2038
"CP4" 0.8168 0.1606 0 0 0.8168 0.1606 0.198 0 0.198
"CP2" 0.9456 0.8188 0 0 0.9456 0.8188 0.8344 0 0.8344
"P2" 0.9624 0.8028 0 0 0.9624 0.8028 0.8064 0 0.8064
"P4" 0.8378 0.6536 0 0 0.8378 0.6536 0.7008 0 0.7008
"P6" 0.8344 0.0374 0 0 0.8344 0.0374 0.0818 0 0.0818
"P8" 0.6776 0.4998 0 0 0.6776 0.4998 0.6746 0 0.6746
"P10" 0.7066 0.8588 0 0 0.7066 0.8588 0.795 0 0.795
"PO8" 0.6966 0.1958 0 0 0.6966 0.1958 0.4102 0 0.4102
"PO4" 0.865 0.8748 0 0 0.865 0.8748 0.9732 0 0.9732
"O2" 0.9824 0.53 0 0 0.9824 0.53 0.7372 0 0.7372
