"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.274 0.274 0 0 0.274 0.274 0.274 0 0.274
"AF7" 0.038 0.038 0.008 0.008 0.042 0.042 0.038 0.008 0.042
"AF3" 0.466 0.466 0.004 0.004 0.47 0.47 0.466 0.004 0.47
"F1" 0.388 0.388 0.012 0.012 0.392 0.392 0.388 0.012 0.392
"F3" 0.994 0.994 0.002 0.002 0.992 0.992 0.994 0.002 0.992
"F5" 0.14 0.14 0.004 0.004 0.144 0.144 0.14 0.004 0.144
"F7" 0.714 0.714 0.002 0.002 0.716 0.716 0.714 0.002 0.716
"FT7" 0.686 0.686 0.004 0.004 0.686 0.686 0.686 0.004 0.686
"FC5" 0.818 0.818 0 0 0.818 0.818 0.818 0 0.818
"FC3" 0.596 0.596 0.002 0.002 0.598 0.598 0.596 0.002 0.598
"FC1" 0.238 0.238 0.006 0.006 0.244 0.244 0.238 0.006 0.244
"C1" 0.712 0.712 0.002 0.002 0.714 0.714 0.712 0.002 0.714
"C3" 0.912 0.912 0.002 0.002 0.908 0.908 0.912 0.002 0.908
"C5" 0.784 0.784 0.002 0.002 0.782 0.782 0.784 0.002 0.782
"T7" 0.006 0.006 0.004 0.004 0.01 0.01 0.006 0.004 0.01
"TP7" 0.642 0.642 0.002 0.002 0.644 0.644 0.642 0.002 0.644
"CP5" 0.976 0.976 0.002 0.002 0.974 0.974 0.976 0.002 0.974
"CP3" 0.99 0.99 0.006 0.006 0.992 0.992 0.99 0.006 0.992
"CP1" 0.288 0.288 0 0 0.288 0.288 0.288 0 0.288
"P1" 0.926 0.926 0 0 0.926 0.926 0.926 0 0.926
"P3" 0.674 0.674 0 0 0.674 0.674 0.674 0 0.674
"P5" 0.728 0.728 0.002 0.002 0.726 0.726 0.728 0.002 0.726
"P7" 0.972 0.972 0 0 0.972 0.972 0.972 0 0.972
"P9" 0.1 0.1 0.002 0.002 0.1 0.1 0.1 0.002 0.1
"PO7" 0.71 0.71 0.002 0.002 0.712 0.712 0.71 0.002 0.712
"PO3" 0.798 0.798 0.004 0.004 0.802 0.802 0.798 0.004 0.802
"O1" 0.116 0.116 0.004 0.004 0.12 0.12 0.116 0.004 0.12
"Iz" 0.83 0.83 0.002 0.002 0.832 0.832 0.83 0.002 0.832
"Oz" 0.932 0.932 0 0 0.932 0.932 0.932 0 0.932
"POz" 0.97 0.97 0.006 0.006 0.968 0.968 0.97 0.006 0.968
"Pz" 0.648 0.648 0.004 0.004 0.652 0.652 0.648 0.004 0.652
"CPz" 0.992 0.992 0 0 0.992 0.992 0.992 0 0.992
"Fpz" 0.354 0.354 0 0 0.354 0.354 0.354 0 0.354
"Fp2" 0.146 0.146 0.004 0.004 0.15 0.15 0.146 0.004 0.15
"AF8" 0.556 0.556 0.004 0.004 0.56 0.56 0.556 0.004 0.56
"AF4" 0.934 0.934 0.002 0.002 0.936 0.936 0.934 0.002 0.936
"AFz" 0.758 0.758 0.002 0.002 0.756 0.756 0.758 0.002 0.756
"Fz" 0.508 0.508 0.004 0.004 0.508 0.508 0.508 0.004 0.508
"F2" 0.104 0.104 0.002 0.002 0.108 0.108 0.104 0.002 0.108
"F4" 0.468 0.468 0 0 0.468 0.468 0.468 0 0.468
"F6" 0.168 0.168 0 0 0.168 0.168 0.168 0 0.168
"F8" 0.84 0.84 0.002 0.002 0.842 0.842 0.84 0.002 0.842
"FT8" 0.85 0.85 0.002 0.002 0.852 0.852 0.85 0.002 0.852
"FC6" 0.576 0.576 0.008 0.008 0.58 0.58 0.576 0.008 0.58
"FC4" 0.63 0.63 0.008 0.008 0.63 0.63 0.63 0.008 0.63
"FC2" 0.608 0.608 0 0 0.608 0.608 0.608 0 0.608
"FCz" 0.736 0.736 0.004 0.004 0.74 0.74 0.736 0.004 0.74
"Cz" 0.204 0.204 0.004 0.004 0.208 0.208 0.204 0.004 0.208
"C2" 0.846 0.846 0.006 0.006 0.844 0.844 0.846 0.006 0.844
"C4" 0.358 0.358 0.002 0.002 0.358 0.358 0.358 0.002 0.358
"C6" 0.704 0.704 0.002 0.002 0.706 0.706 0.704 0.002 0.706
"T8" 0.472 0.472 0.006 0.006 0.474 0.474 0.472 0.006 0.474
"TP8" 0.56 0.56 0 0 0.56 0.56 0.56 0 0.56
"CP6" 0.73 0.73 0.004 0.004 0.73 0.73 0.73 0.004 0.73
"CP4" 0.444 0.444 0.002 0.002 0.446 0.446 0.444 0.002 0.446
"CP2" 0.414 0.414 0.006 0.006 0.42 0.42 0.414 0.006 0.42
"P2" 0.688 0.688 0.004 0.004 0.688 0.688 0.688 0.004 0.688
"P4" 0.128 0.128 0.004 0.004 0.13 0.13 0.128 0.004 0.13
"P6" 0.318 0.318 0.002 0.002 0.32 0.32 0.318 0.002 0.32
"P8" 0.798 0.798 0 0 0.798 0.798 0.798 0 0.798
"P10" 0.73 0.73 0.006 0.006 0.732 0.732 0.73 0.006 0.732
"PO8" 0.842 0.842 0.004 0.004 0.842 0.842 0.842 0.004 0.842
"PO4" 0.094 0.094 0.006 0.006 0.1 0.1 0.094 0.006 0.1
"O2" 0.75 0.75 0.002 0.002 0.748 0.748 0.75 0.002 0.748
