"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0 0 0 0 0 0 0 0 0
"AF7" 0.076 0.076 0 0 0.076 0.076 0.076 0 0.076
"AF3" 0 0 0 0 0 0 0 0 0
"F1" 0.698 0.698 0 0 0.698 0.698 0.698 0 0.698
"F3" 0.204 0.204 0 0 0.204 0.204 0.204 0 0.204
"F5" 0.942 0.942 0 0 0.942 0.942 0.942 0 0.942
"F7" 0.232 0.232 0 0 0.232 0.232 0.232 0 0.232
"FT7" 0.348 0.348 0 0 0.348 0.348 0.348 0 0.348
"FC5" 0.53 0.53 0 0 0.53 0.53 0.53 0 0.53
"FC3" 0.53 0.53 0 0 0.53 0.53 0.53 0 0.53
"FC1" 0.458 0.458 0 0 0.458 0.458 0.458 0 0.458
"C1" 0.398 0.398 0 0 0.398 0.398 0.398 0 0.398
"C3" 0.308 0.308 0 0 0.308 0.308 0.308 0 0.308
"C5" 0.6 0.6 0 0 0.6 0.6 0.6 0 0.6
"T7" 0.604 0.604 0 0 0.604 0.604 0.604 0 0.604
"TP7" 0.044 0.044 0 0 0.044 0.044 0.044 0 0.044
"CP5" 0.064 0.064 0 0 0.064 0.064 0.064 0 0.064
"CP3" 0.198 0.198 0 0 0.198 0.198 0.198 0 0.198
"CP1" 0.69 0.69 0 0 0.69 0.69 0.69 0 0.69
"P1" 0.524 0.524 0 0 0.524 0.524 0.524 0 0.524
"P3" 0.886 0.886 0 0 0.886 0.886 0.886 0 0.886
"P5" 0.354 0.354 0 0 0.354 0.354 0.354 0 0.354
"P7" 0.808 0.808 0 0 0.808 0.808 0.808 0 0.808
"P9" 0.756 0.756 0 0 0.756 0.756 0.756 0 0.756
"PO7" 0.558 0.558 0 0 0.558 0.558 0.558 0 0.558
"PO3" 0.412 0.412 0 0 0.412 0.412 0.412 0 0.412
"O1" 0.93 0.93 0 0 0.93 0.93 0.93 0 0.93
"Iz" 0.044 0.044 0 0 0.044 0.044 0.044 0 0.044
"Oz" 0.982 0.982 0 0 0.982 0.982 0.982 0 0.982
"POz" 0.784 0.784 0 0 0.784 0.784 0.784 0 0.784
"Pz" 0.444 0.444 0 0 0.444 0.444 0.444 0 0.444
"CPz" 0.96 0.96 0 0 0.96 0.96 0.96 0 0.96
"Fpz" 0.012 0.012 0 0 0.012 0.012 0.012 0 0.012
"Fp2" 0.032 0.032 0 0 0.032 0.032 0.032 0 0.032
"AF8" 0.302 0.302 0 0 0.302 0.302 0.302 0 0.302
"AF4" 0.85 0.85 0 0 0.85 0.85 0.85 0 0.85
"AFz" 0.136 0.136 0 0 0.136 0.136 0.136 0 0.136
"Fz" 0.844 0.844 0 0 0.844 0.844 0.844 0 0.844
"F2" 0.936 0.936 0 0 0.936 0.936 0.936 0 0.936
"F4" 0.978 0.978 0 0 0.978 0.978 0.978 0 0.978
"F6" 0.388 0.388 0 0 0.388 0.388 0.388 0 0.388
"F8" 0.788 0.788 0 0 0.788 0.788 0.788 0 0.788
"FT8" 0.09 0.09 0 0 0.09 0.09 0.09 0 0.09
"FC6" 0.776 0.776 0 0 0.776 0.776 0.776 0 0.776
"FC4" 0.61 0.61 0 0 0.61 0.61 0.61 0 0.61
"FC2" 0.616 0.616 0 0 0.616 0.616 0.616 0 0.616
"FCz" 0.114 0.114 0 0 0.114 0.114 0.114 0 0.114
"Cz" 0.688 0.688 0 0 0.688 0.688 0.688 0 0.688
"C2" 0.41 0.41 0 0 0.41 0.41 0.41 0 0.41
"C4" 0.09 0.09 0 0 0.09 0.09 0.09 0 0.09
"C6" 0.982 0.982 0 0 0.982 0.982 0.982 0 0.982
"T8" 0.004 0.004 0 0 0.004 0.004 0.004 0 0.004
"TP8" 0.282 0.282 0 0 0.282 0.282 0.282 0 0.282
"CP6" 0.042 0.042 0 0 0.042 0.042 0.042 0 0.042
"CP4" 0 0 0 0 0 0 0 0 0
"CP2" 0.046 0.046 0 0 0.046 0.046 0.046 0 0.046
"P2" 0.798 0.798 0 0 0.798 0.798 0.798 0 0.798
"P4" 0.814 0.814 0 0 0.814 0.814 0.814 0 0.814
"P6" 0.116 0.116 0 0 0.116 0.116 0.116 0 0.116
"P8" 0.63 0.63 0 0 0.63 0.63 0.63 0 0.63
"P10" 0.152 0.152 0 0 0.152 0.152 0.152 0 0.152
"PO8" 0.126 0.126 0 0 0.126 0.126 0.126 0 0.126
"PO4" 0.908 0.908 0 0 0.908 0.908 0.908 0 0.908
"O2" 0.228 0.228 0 0 0.228 0.228 0.228 0 0.228
