"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.682 0.682 0 0 0.682 0.682 0.682 0 0.682
"AF7" 0.032 0.032 0 0 0.032 0.032 0.032 0 0.032
"AF3" 0.002 0.002 0 0 0.002 0.002 0.002 0 0.002
"F1" 0.118 0.118 0 0 0.118 0.118 0.118 0 0.118
"F3" 0.544 0.544 0 0 0.544 0.544 0.544 0 0.544
"F5" 0.522 0.522 0 0 0.522 0.522 0.522 0 0.522
"F7" 0.02 0.02 0 0 0.02 0.02 0.02 0 0.02
"FT7" 0.104 0.104 0 0 0.104 0.104 0.104 0 0.104
"FC5" 0.186 0.186 0 0 0.186 0.186 0.186 0 0.186
"FC3" 0.626 0.626 0 0 0.626 0.626 0.626 0 0.626
"FC1" 0.08 0.08 0 0 0.08 0.08 0.08 0 0.08
"C1" 0.066 0.066 0 0 0.066 0.066 0.066 0 0.066
"C3" 0.106 0.106 0 0 0.106 0.106 0.106 0 0.106
"C5" 0.672 0.672 0 0 0.672 0.672 0.672 0 0.672
"T7" 0.91 0.91 0 0 0.91 0.91 0.91 0 0.91
"TP7" 0.698 0.698 0 0 0.698 0.698 0.698 0 0.698
"CP5" 0.086 0.086 0 0 0.086 0.086 0.086 0 0.086
"CP3" 0.068 0.068 0 0 0.068 0.068 0.068 0 0.068
"CP1" 0.528 0.528 0 0 0.528 0.528 0.528 0 0.528
"P1" 0.484 0.484 0 0 0.484 0.484 0.484 0 0.484
"P3" 0.042 0.042 0 0 0.042 0.042 0.042 0 0.042
"P5" 0.04 0.04 0 0 0.04 0.04 0.04 0 0.04
"P7" 0.948 0.948 0 0 0.948 0.948 0.948 0 0.948
"P9" 0.972 0.972 0 0 0.972 0.972 0.972 0 0.972
"PO7" 0.77 0.77 0 0 0.77 0.77 0.77 0 0.77
"PO3" 0.124 0.124 0 0 0.124 0.124 0.124 0 0.124
"O1" 0.752 0.752 0 0 0.752 0.752 0.752 0 0.752
"Iz" 0.228 0.228 0 0 0.228 0.228 0.228 0 0.228
"Oz" 0.87 0.87 0 0 0.87 0.87 0.87 0 0.87
"POz" 0.276 0.276 0 0 0.276 0.276 0.276 0 0.276
"Pz" 0.21 0.21 0 0 0.21 0.21 0.21 0 0.21
"CPz" 0.158 0.158 0 0 0.158 0.158 0.158 0 0.158
"Fpz" 0.278 0.278 0 0 0.278 0.278 0.278 0 0.278
"Fp2" 0.08 0.08 0 0 0.08 0.08 0.08 0 0.08
"AF8" 0 0 0 0 0 0 0 0 0
"AF4" 0.008 0.008 0 0 0.008 0.008 0.008 0 0.008
"AFz" 0.018 0.018 0 0 0.018 0.018 0.018 0 0.018
"Fz" 0.834 0.834 0 0 0.834 0.834 0.834 0 0.834
"F2" 0.846 0.846 0 0 0.846 0.846 0.846 0 0.846
"F4" 0.494 0.494 0 0 0.494 0.494 0.494 0 0.494
"F6" 0.028 0.028 0 0 0.028 0.028 0.028 0 0.028
"F8" 0.634 0.634 0 0 0.634 0.634 0.634 0 0.634
"FT8" 0.292 0.292 0 0 0.292 0.292 0.292 0 0.292
"FC6" 0.724 0.724 0 0 0.724 0.724 0.724 0 0.724
"FC4" 0.49 0.49 0 0 0.49 0.49 0.49 0 0.49
"FC2" 0.052 0.052 0 0 0.052 0.052 0.052 0 0.052
"FCz" 0.304 0.304 0 0 0.304 0.304 0.304 0 0.304
"Cz" 0.018 0.018 0 0 0.018 0.018 0.018 0 0.018
"C2" 0.098 0.098 0 0 0.098 0.098 0.098 0 0.098
"C4" 0.21 0.21 0 0 0.21 0.21 0.21 0 0.21
"C6" 0.544 0.544 0 0 0.544 0.544 0.544 0 0.544
"T8" 0.7 0.7 0 0 0.7 0.7 0.7 0 0.7
"TP8" 0.092 0.092 0 0 0.092 0.092 0.092 0 0.092
"CP6" 0.494 0.494 0 0 0.494 0.494 0.494 0 0.494
"CP4" 0.25 0.25 0 0 0.25 0.25 0.25 0 0.25
"CP2" 0.852 0.852 0 0 0.852 0.852 0.852 0 0.852
"P2" 0.814 0.814 0 0 0.814 0.814 0.814 0 0.814
"P4" 0.968 0.968 0 0 0.968 0.968 0.968 0 0.968
"P6" 0.168 0.168 0 0 0.168 0.168 0.168 0 0.168
"P8" 0.364 0.364 0 0 0.364 0.364 0.364 0 0.364
"P10" 0.106 0.106 0 0 0.106 0.106 0.106 0 0.106
"PO8" 0.142 0.142 0 0 0.142 0.142 0.142 0 0.142
"PO4" 0.028 0.028 0 0 0.028 0.028 0.028 0 0.028
"O2" 0.122 0.122 0 0 0.122 0.122 0.122 0 0.122
