"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0 0 0 0 0 0 0 0 0
"AF7" 0.054 0.054 0 0 0.054 0.054 0.054 0 0.054
"AF3" 0 0 0 0 0 0 0 0 0
"F1" 0.75 0.75 0 0 0.75 0.75 0.75 0 0.75
"F3" 0.23 0.23 0 0 0.23 0.23 0.23 0 0.23
"F5" 0.936 0.936 0 0 0.936 0.936 0.936 0 0.936
"F7" 0.24 0.24 0 0 0.24 0.24 0.24 0 0.24
"FT7" 0.354 0.354 0 0 0.354 0.354 0.354 0 0.354
"FC5" 0.558 0.558 0 0 0.558 0.558 0.558 0 0.558
"FC3" 0.5 0.5 0 0 0.5 0.5 0.5 0 0.5
"FC1" 0.482 0.482 0 0 0.482 0.482 0.482 0 0.482
"C1" 0.378 0.378 0 0 0.378 0.378 0.378 0 0.378
"C3" 0.3 0.3 0 0 0.3 0.3 0.3 0 0.3
"C5" 0.594 0.594 0 0 0.594 0.594 0.594 0 0.594
"T7" 0.652 0.652 0 0 0.652 0.652 0.652 0 0.652
"TP7" 0.074 0.074 0 0 0.074 0.074 0.074 0 0.074
"CP5" 0.066 0.066 0 0 0.066 0.066 0.066 0 0.066
"CP3" 0.178 0.178 0 0 0.178 0.178 0.178 0 0.178
"CP1" 0.742 0.742 0 0 0.742 0.742 0.742 0 0.742
"P1" 0.504 0.504 0 0 0.504 0.504 0.504 0 0.504
"P3" 0.964 0.964 0 0 0.964 0.964 0.964 0 0.964
"P5" 0.358 0.358 0 0 0.358 0.358 0.358 0 0.358
"P7" 0.72 0.72 0 0 0.72 0.72 0.72 0 0.72
"P9" 0.796 0.796 0 0 0.796 0.796 0.796 0 0.796
"PO7" 0.484 0.484 0 0 0.484 0.484 0.484 0 0.484
"PO3" 0.41 0.41 0 0 0.41 0.41 0.41 0 0.41
"O1" 0.91 0.91 0 0 0.91 0.91 0.91 0 0.91
"Iz" 0.036 0.036 0 0 0.036 0.036 0.036 0 0.036
"Oz" 0.958 0.958 0 0 0.958 0.958 0.958 0 0.958
"POz" 0.778 0.778 0 0 0.778 0.778 0.778 0 0.778
"Pz" 0.426 0.426 0 0 0.426 0.426 0.426 0 0.426
"CPz" 0.944 0.944 0 0 0.944 0.944 0.944 0 0.944
"Fpz" 0.02 0.02 0 0 0.02 0.02 0.02 0 0.02
"Fp2" 0.044 0.044 0 0 0.044 0.044 0.044 0 0.044
"AF8" 0.286 0.286 0 0 0.286 0.286 0.286 0 0.286
"AF4" 0.84 0.84 0 0 0.84 0.84 0.84 0 0.84
"AFz" 0.108 0.108 0 0 0.108 0.108 0.108 0 0.108
"Fz" 0.872 0.872 0 0 0.872 0.872 0.872 0 0.872
"F2" 0.982 0.982 0 0 0.982 0.982 0.982 0 0.982
"F4" 0.976 0.976 0 0 0.976 0.976 0.976 0 0.976
"F6" 0.412 0.412 0 0 0.412 0.412 0.412 0 0.412
"F8" 0.736 0.736 0 0 0.736 0.736 0.736 0 0.736
"FT8" 0.068 0.068 0 0 0.068 0.068 0.068 0 0.068
"FC6" 0.88 0.88 0 0 0.88 0.88 0.88 0 0.88
"FC4" 0.612 0.612 0 0 0.612 0.612 0.612 0 0.612
"FC2" 0.58 0.58 0 0 0.58 0.58 0.58 0 0.58
"FCz" 0.074 0.074 0 0 0.074 0.074 0.074 0 0.074
"Cz" 0.61 0.61 0 0 0.61 0.61 0.61 0 0.61
"C2" 0.484 0.484 0 0 0.484 0.484 0.484 0 0.484
"C4" 0.096 0.096 0 0 0.096 0.096 0.096 0 0.096
"C6" 0.976 0.976 0 0 0.976 0.976 0.976 0 0.976
"T8" 0.004 0.004 0 0 0.004 0.004 0.004 0 0.004
"TP8" 0.278 0.278 0 0 0.278 0.278 0.278 0 0.278
"CP6" 0.032 0.032 0 0 0.032 0.032 0.032 0 0.032
"CP4" 0.002 0.002 0 0 0.002 0.002 0.002 0 0.002
"CP2" 0.062 0.062 0 0 0.062 0.062 0.062 0 0.062
"P2" 0.814 0.814 0 0 0.814 0.814 0.814 0 0.814
"P4" 0.81 0.81 0 0 0.81 0.81 0.81 0 0.81
"P6" 0.138 0.138 0 0 0.138 0.138 0.138 0 0.138
"P8" 0.682 0.682 0 0 0.682 0.682 0.682 0 0.682
"P10" 0.114 0.114 0 0 0.114 0.114 0.114 0 0.114
"PO8" 0.092 0.092 0 0 0.092 0.092 0.092 0 0.092
"PO4" 0.98 0.98 0 0 0.98 0.98 0.98 0 0.98
"O2" 0.25 0.25 0 0 0.25 0.25 0.25 0 0.25
