"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.42 0.42 0 0 0.42 0.42 0.42 0 0.42
"AF7" 0.4 0.4 0.02 0.02 0.42 0.42 0.4 0.02 0.42
"AF3" 0.48 0.48 0 0 0.48 0.48 0.48 0 0.48
"F1" 0.86 0.86 0.06 0.06 0.88 0.88 0.86 0.06 0.88
"F3" 0.96 0.96 0.02 0.02 0.98 0.98 0.96 0.02 0.98
"F5" 0.78 0.78 0.04 0.04 0.82 0.82 0.78 0.04 0.82
"F7" 0.36 0.36 0.08 0.08 0.4 0.4 0.36 0.08 0.4
"FT7" 0.66 0.66 0.02 0.02 0.64 0.64 0.66 0.02 0.64
"FC5" 0.86 0.86 0.04 0.04 0.86 0.86 0.86 0.04 0.86
"FC3" 0.9 0.9 0.04 0.04 0.9 0.9 0.9 0.04 0.9
"FC1" 0.62 0.62 0.06 0.06 0.6 0.6 0.62 0.06 0.6
"C1" 0.6 0.6 0 0 0.6 0.6 0.6 0 0.6
"C3" 0.34 0.34 0.02 0.02 0.36 0.36 0.34 0.02 0.36
"C5" 0.88 0.88 0 0 0.88 0.88 0.88 0 0.88
"T7" 0.2 0.2 0.02 0.02 0.22 0.22 0.2 0.02 0.22
"TP7" 0.9 0.9 0 0 0.9 0.9 0.9 0 0.9
"CP5" 0.78 0.78 0.02 0.02 0.8 0.8 0.78 0.02 0.8
"CP3" 0.88 0.88 0 0 0.88 0.88 0.88 0 0.88
"CP1" 0.72 0.72 0 0 0.72 0.72 0.72 0 0.72
"P1" 0.3 0.3 0.06 0.06 0.36 0.36 0.3 0.06 0.36
"P3" 0.46 0.46 0 0 0.46 0.46 0.46 0 0.46
"P5" 0.76 0.76 0.06 0.06 0.78 0.78 0.76 0.06 0.78
"P7" 0.94 0.94 0 0 0.94 0.94 0.94 0 0.94
"P9" 0.92 0.94 0.02 0.02 0.9 0.92 0.92 0.02 0.9
"PO7" 0.74 0.74 0.04 0.04 0.78 0.78 0.74 0.04 0.78
"PO3" 0.92 0.92 0.06 0.06 0.94 0.94 0.92 0.06 0.94
"O1" 0.48 0.48 0.06 0.06 0.54 0.54 0.48 0.06 0.54
"Iz" 0.94 0.94 0 0 0.94 0.94 0.92 0 0.92
"Oz" 0.74 0.74 0 0 0.74 0.74 0.74 0 0.74
"POz" 0.72 0.72 0.08 0.08 0.76 0.76 0.72 0.08 0.76
"Pz" 0.26 0.26 0.04 0.04 0.3 0.3 0.26 0.04 0.3
"CPz" 0.78 0.78 0.04 0.04 0.78 0.78 0.78 0.04 0.78
"Fpz" 0.54 0.54 0.02 0.02 0.58 0.58 0.54 0.02 0.58
"Fp2" 0.88 0.88 0.02 0.02 0.9 0.9 0.88 0.02 0.9
"AF8" 0.58 0.58 0 0 0.58 0.58 0.58 0 0.58
"AF4" 0.92 0.92 0 0 0.92 0.92 0.92 0 0.92
"AFz" 0.32 0.32 0 0 0.32 0.32 0.32 0 0.32
"Fz" 0.88 0.88 0.04 0.04 0.92 0.92 0.88 0.04 0.92
"F2" 0.64 0.64 0 0 0.64 0.64 0.64 0 0.64
"F4" 0.74 0.74 0.02 0.02 0.76 0.76 0.74 0.02 0.76
"F6" 0.5 0.5 0 0 0.5 0.5 0.5 0 0.5
"F8" 0.6 0.6 0.02 0.02 0.62 0.62 0.6 0.02 0.62
"FT8" 0.68 0.7 0 0 0.68 0.7 0.68 0 0.68
"FC6" 0.5 0.5 0.04 0.04 0.5 0.5 0.5 0.04 0.5
"FC4" 0.4 0.4 0 0 0.4 0.4 0.4 0 0.4
"FC2" 0.86 0.86 0.02 0.02 0.88 0.88 0.86 0.02 0.88
"FCz" 0.94 0.94 0 0 0.94 0.94 0.94 0 0.94
"Cz" 0.9 0.9 0.02 0.02 0.92 0.92 0.9 0.02 0.92
"C2" 0.94 0.94 0 0 0.94 0.94 0.94 0 0.94
"C4" 0.74 0.74 0 0 0.74 0.74 0.74 0 0.74
"C6" 0.68 0.68 0.06 0.06 0.74 0.74 0.68 0.06 0.74
"T8" 0.52 0.52 0.02 0.02 0.5 0.5 0.52 0.02 0.5
"TP8" 0.96 0.98 0.02 0.02 0.94 0.96 0.96 0.02 0.94
"CP6" 0.78 0.78 0.04 0.04 0.78 0.78 0.78 0.04 0.78
"CP4" 0.84 0.84 0.04 0.04 0.88 0.88 0.84 0.04 0.88
"CP2" 0.32 0.32 0.02 0.02 0.36 0.36 0.32 0.02 0.36
"P2" 0.48 0.48 0 0 0.48 0.48 0.48 0 0.48
"P4" 0.46 0.48 0 0 0.46 0.48 0.46 0 0.46
"P6" 0.82 0.82 0 0 0.82 0.82 0.82 0 0.82
"P8" 0.82 0.82 0.02 0.02 0.8 0.8 0.82 0.02 0.8
"P10" 0.32 0.32 0 0 0.34 0.34 0.32 0 0.34
"PO8" 0.02 0.02 0 0 0.02 0.02 0.02 0 0.02
"PO4" 0.2 0.2 0 0 0.2 0.2 0.2 0 0.2
"O2" 0.56 0.56 0.08 0.08 0.64 0.64 0.56 0.08 0.64
