"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.77 0.77 0 0 0.77 0.77 0.77 0 0.77
"AF7" 0.648 0.648 0 0 0.648 0.648 0.648 0 0.648
"AF3" 0.222 0.222 0 0 0.222 0.222 0.222 0 0.222
"F1" 0.04 0.04 0 0 0.04 0.04 0.04 0 0.04
"F3" 0.16 0.16 0 0 0.16 0.16 0.16 0 0.16
"F5" 0.052 0.052 0 0 0.052 0.052 0.052 0 0.052
"F7" 0.02 0.02 0 0 0.02 0.02 0.02 0 0.02
"FT7" 0.074 0.074 0 0 0.074 0.074 0.074 0 0.074
"FC5" 0.184 0.184 0 0 0.184 0.184 0.184 0 0.184
"FC3" 0.006 0.006 0 0 0.006 0.006 0.006 0 0.006
"FC1" 0 0 0 0 0 0 0 0 0
"C1" 0.02 0.02 0 0 0.02 0.02 0.02 0 0.02
"C3" 0 0 0 0 0 0 0 0 0
"C5" 0.146 0.146 0 0 0.146 0.146 0.146 0 0.146
"T7" 0.84 0.84 0 0 0.84 0.84 0.84 0 0.84
"TP7" 0.902 0.902 0 0 0.902 0.902 0.902 0 0.902
"CP5" 0.864 0.864 0 0 0.864 0.864 0.864 0 0.864
"CP3" 0.924 0.924 0 0 0.924 0.924 0.924 0 0.924
"CP1" 0.778 0.778 0 0 0.778 0.778 0.778 0 0.778
"P1" 0.69 0.69 0 0 0.69 0.69 0.69 0 0.69
"P3" 0.06 0.06 0 0 0.06 0.06 0.06 0 0.06
"P5" 0.21 0.21 0 0 0.21 0.21 0.21 0 0.21
"P7" 0.16 0.16 0 0 0.16 0.16 0.16 0 0.16
"P9" 0.448 0.448 0 0 0.448 0.448 0.448 0 0.448
"PO7" 0.26 0.26 0 0 0.26 0.26 0.26 0 0.26
"PO3" 0.5 0.5 0 0 0.5 0.5 0.5 0 0.5
"O1" 0.514 0.514 0 0 0.514 0.514 0.514 0 0.514
"Iz" 0.104 0.104 0 0 0.104 0.104 0.104 0 0.104
"Oz" 0.43 0.43 0 0 0.43 0.43 0.43 0 0.43
"POz" 0.012 0.012 0 0 0.012 0.012 0.012 0 0.012
"Pz" 0.146 0.146 0 0 0.146 0.146 0.146 0 0.146
"CPz" 0.062 0.062 0 0 0.062 0.062 0.062 0 0.062
"Fpz" 0.28 0.28 0 0 0.28 0.28 0.28 0 0.28
"Fp2" 0.63 0.63 0 0 0.63 0.63 0.63 0 0.63
"AF8" 0 0 0 0 0 0 0 0 0
"AF4" 0.034 0.034 0 0 0.034 0.034 0.034 0 0.034
"AFz" 0.098 0.098 0 0 0.098 0.098 0.098 0 0.098
"Fz" 0.03 0.03 0 0 0.03 0.03 0.03 0 0.03
"F2" 0.026 0.026 0 0 0.026 0.026 0.026 0 0.026
"F4" 0.046 0.046 0 0 0.046 0.046 0.046 0 0.046
"F6" 0.006 0.006 0 0 0.006 0.006 0.006 0 0.006
"F8" 0.108 0.108 0 0 0.108 0.108 0.108 0 0.108
"FT8" 0.022 0.022 0 0 0.022 0.022 0.022 0 0.022
"FC6" 0.01 0.01 0 0 0.01 0.01 0.01 0 0.01
"FC4" 0.008 0.008 0 0 0.008 0.008 0.008 0 0.008
"FC2" 0.038 0.038 0 0 0.038 0.038 0.038 0 0.038
"FCz" 0.066 0.066 0 0 0.066 0.066 0.066 0 0.066
"Cz" 0.178 0.178 0 0 0.178 0.178 0.178 0 0.178
"C2" 0.696 0.696 0 0 0.696 0.696 0.696 0 0.696
"C4" 0.044 0.044 0 0 0.044 0.044 0.044 0 0.044
"C6" 0.16 0.16 0 0 0.16 0.16 0.16 0 0.16
"T8" 0.6 0.6 0 0 0.6 0.6 0.6 0 0.6
"TP8" 0.876 0.876 0 0 0.876 0.876 0.876 0 0.876
"CP6" 0.606 0.606 0 0 0.606 0.606 0.606 0 0.606
"CP4" 0.318 0.318 0 0 0.318 0.318 0.318 0 0.318
"CP2" 0.27 0.27 0 0 0.27 0.27 0.27 0 0.27
"P2" 0.23 0.23 0 0 0.23 0.23 0.23 0 0.23
"P4" 0.054 0.054 0 0 0.054 0.054 0.054 0 0.054
"P6" 0 0 0 0 0 0 0 0 0
"P8" 0.024 0.024 0 0 0.024 0.024 0.024 0 0.024
"P10" 0.094 0.094 0 0 0.094 0.094 0.094 0 0.094
"PO8" 0.032 0.032 0 0 0.032 0.032 0.032 0 0.032
"PO4" 0 0 0 0 0 0 0 0 0
"O2" 0.028 0.028 0 0 0.028 0.028 0.028 0 0.028
