"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.94 0.94 0.8 0.8 0.86 0.86 0.94 0.8 0.86
"AF7" 0.04 0.04 0.68 0.68 0.66 0.66 0.04 0.68 0.66
"AF3" 0.6 0.6 0.66 0.66 0.92 0.92 0.6 0.66 0.92
"F1" 0.16 0.16 0.6 0.6 0.54 0.54 0.16 0.6 0.54
"F3" 0.62 0.62 0.68 0.68 0.96 0.96 0.62 0.68 0.96
"F5" 0.34 0.32 0.66 0.66 0.76 0.78 0.34 0.66 0.76
"F7" 0.96 0.96 0.68 0.68 0.9 0.9 0.96 0.68 0.9
"FT7" 0.6 0.6 0.7 0.7 0.92 0.92 0.6 0.7 0.92
"FC5" 0.68 0.68 0.7 0.7 0.98 0.98 0.68 0.7 0.98
"FC3" 0.3 0.3 0.7 0.7 0.84 0.84 0.3 0.7 0.84
"FC1" 0.5 0.5 0.64 0.64 0.68 0.68 0.5 0.64 0.68
"C1" 0.08 0.08 0.86 0.86 0.84 0.84 0.08 0.86 0.84
"C3" 0.22 0.22 0.68 0.68 0.86 0.86 0.22 0.68 0.86
"C5" 0.32 0.32 0.62 0.62 0.74 0.74 0.32 0.62 0.74
"T7" 0.42 0.42 0.66 0.66 0.82 0.82 0.42 0.66 0.82
"TP7" 0.78 0.78 0.68 0.68 0.76 0.76 0.78 0.68 0.76
"CP5" 0.78 0.78 0.62 0.62 0.96 0.96 0.78 0.62 0.96
"CP3" 0.18 0.18 0.7 0.7 0.78 0.78 0.18 0.7 0.78
"CP1" 0.7 0.7 0.6 0.6 0.86 0.86 0.7 0.6 0.86
"P1" 0.36 0.36 0.54 0.54 0.86 0.86 0.36 0.54 0.86
"P3" 0.66 0.66 0.52 0.52 0.76 0.76 0.66 0.52 0.76
"P5" 0.92 0.92 0.6 0.6 1 1 0.92 0.6 1
"P7" 0.44 0.44 0.74 0.74 0.82 0.82 0.44 0.74 0.82
"P9" 0 0 0.46 0.46 0.58 0.58 0 0.46 0.58
"PO7" 0.3 0.3 0.64 0.64 0.68 0.68 0.3 0.64 0.68
"PO3" 0 0.02 0.48 0.48 0.52 0.5 0.02 0.48 0.5
"O1" 0.64 0.62 0.56 0.56 0.72 0.7 0.64 0.56 0.72
"Iz" 0.18 0.18 0.76 0.76 0.78 0.78 0.18 0.76 0.78
"Oz" 0 0 0.6 0.6 0.64 0.64 0 0.6 0.64
"POz" 0.8 0.78 0.7 0.7 0.98 1 0.78 0.7 1
"Pz" 0.08 0.08 0.64 0.64 0.68 0.68 0.08 0.64 0.68
"CPz" 0.18 0.18 0.6 0.6 0.66 0.66 0.18 0.6 0.66
"Fpz" 0.5 0.5 0.84 0.84 0.86 0.86 0.5 0.84 0.86
"Fp2" 0.98 0.98 0.7 0.7 0.84 0.84 0.98 0.7 0.84
"AF8" 0.2 0.18 0.6 0.6 0.7 0.68 0.18 0.6 0.68
"AF4" 0.5 0.48 0.6 0.6 0.92 0.9 0.5 0.6 0.92
"AFz" 0.74 0.74 0.7 0.7 1 1 0.74 0.7 1
"Fz" 0.4 0.4 0.66 0.66 0.84 0.84 0.4 0.66 0.84
"F2" 0.36 0.36 0.72 0.72 0.74 0.74 0.36 0.72 0.74
"F4" 0.14 0.14 0.6 0.6 0.66 0.66 0.14 0.6 0.66
"F6" 0.86 0.86 0.6 0.6 0.94 0.94 0.86 0.6 0.94
"F8" 0.82 0.82 0.64 0.64 1 1 0.82 0.64 1
"FT8" 0.24 0.24 0.44 0.44 0.68 0.68 0.24 0.44 0.68
"FC6" 0.52 0.52 0.54 0.54 0.88 0.88 0.52 0.54 0.88
"FC4" 0.96 0.96 0.58 0.58 0.96 0.96 0.96 0.58 0.96
"FC2" 0 0 0.6 0.6 0.58 0.58 0 0.6 0.58
"FCz" 0.42 0.42 0.56 0.56 0.78 0.78 0.42 0.56 0.78
"Cz" 0.02 0.02 0.82 0.82 0.78 0.78 0.02 0.82 0.78
"C2" 0.12 0.12 0.66 0.66 0.72 0.72 0.12 0.66 0.72
"C4" 0.92 0.92 0.78 0.78 0.98 0.98 0.92 0.78 0.98
"C6" 0.34 0.34 0.54 0.54 0.76 0.76 0.34 0.54 0.76
"T8" 1 1 0.76 0.76 0.84 0.84 1 0.76 0.84
"TP8" 0.8 0.8 0.74 0.74 0.88 0.88 0.8 0.74 0.88
"CP6" 0.62 0.62 0.7 0.7 0.8 0.8 0.62 0.7 0.8
"CP4" 0.56 0.56 0.48 0.48 0.76 0.76 0.56 0.48 0.76
"CP2" 0.78 0.78 0.74 0.74 0.96 0.96 0.78 0.74 0.96
"P2" 0.24 0.24 0.74 0.74 0.72 0.72 0.24 0.74 0.72
"P4" 0.06 0.06 0.68 0.68 0.76 0.76 0.06 0.68 0.76
"P6" 0 0 0.62 0.62 0.82 0.82 0 0.62 0.82
"P8" 0.02 0.02 0.52 0.52 0.64 0.64 0.02 0.52 0.64
"P10" 0.02 0.02 0.64 0.64 0.68 0.68 0.02 0.64 0.68
"PO8" 0.34 0.34 0.72 0.72 0.82 0.82 0.34 0.72 0.82
"PO4" 0 0 0.42 0.42 0.62 0.62 0 0.42 0.62
"O2" 0 0 0.56 0.56 0.7 0.7 0 0.56 0.7
