"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.5286 0.851 0.0454 0.0546 0.549 0.8554 0.53 0.0494 0.5508
"AF7" 0.6138 0.435 0.0354 0.0464 0.637 0.4642 0.431 0.033 0.4642
"AF3" 0.469 0.339 0.0312 0.0352 0.4914 0.3678 0.2978 0.0294 0.3298
"F1" 0.364 0.0326 0.0152 0.0256 0.3852 0.0742 0.0874 0.0176 0.1238
"F3" 0.7066 0.1186 0.022 0.0662 0.7202 0.1562 0.6886 0.0392 0.6994
"F5" 0.5952 0.978 0.0464 0.064 0.6126 0.975 0.6504 0.0512 0.661
"F7" 0.7182 0.6394 0.0658 0.0902 0.7324 0.654 0.5956 0.0708 0.6122
"FT7" 0.784 0.5094 0.0272 0.0678 0.7924 0.5258 0.9314 0.038 0.9334
"FC5" 0.53 0.0354 0.0236 0.036 0.55 0.0806 0.0972 0.0292 0.1384
"FC3" 0.3196 0.1214 0.0212 0.0286 0.3512 0.163 0.1248 0.02 0.1636
"FC1" 0.7094 0.5822 0.036 0.0424 0.7218 0.6014 0.5526 0.0384 0.573
"C1" 0.5418 0.0658 0.0164 0.0352 0.5596 0.1084 0.1524 0.0224 0.1894
"C3" 0.5028 0.0282 0.012 0.0354 0.5296 0.0726 0.1046 0.016 0.1474
"C5" 0.472 0.237 0.027 0.0322 0.4936 0.2686 0.231 0.0276 0.2638
"T7" 0.4168 0.8812 0.0502 0.085 0.45 0.8836 0.4906 0.0644 0.5198
"TP7" 0.7886 0.3658 0.0384 0.0594 0.804 0.3976 0.779 0.0468 0.7892
"CP5" 0.9772 0.0474 0.0302 0.0574 0.986 0.0942 0.2972 0.0398 0.3284
"CP3" 0.2148 0.2562 0.0292 0.026 0.2514 0.2892 0.1238 0.0272 0.1656
"CP1" 0.7706 0.0116 0.0132 0.0498 0.7788 0.0542 0.11 0.0218 0.1474
"P1" 0.9992 0.8886 0.0394 0.0404 0.9978 0.8952 0.9078 0.0386 0.9144
"P3" 0.6678 0.414 0.0416 0.0432 0.6798 0.4408 0.4688 0.0412 0.4928
"P5" 0.7778 0.5852 0.0378 0.0564 0.7926 0.608 0.9684 0.0438 0.966
"P7" 0.983 0.3438 0.0374 0.0606 0.9892 0.3792 0.6246 0.0418 0.6472
"P9" 0.8006 0.378 0.061 0.0446 0.8148 0.4022 0.8526 0.0504 0.8524
"PO7" 0.503 0.0708 0.0176 0.0324 0.5258 0.1124 0.1338 0.0234 0.171
"PO3" 0.6956 0.0744 0.0316 0.041 0.711 0.1194 0.1908 0.0356 0.2298
"O1" 0.1092 0.4594 0.0386 0.0232 0.1502 0.4836 0.0952 0.0278 0.1354
"Oz" 0.6458 0.9778 0.0462 0.0426 0.6652 0.9792 0.726 0.0446 0.7466
"POz" 0.9978 0.8388 0.0456 0.0458 0.9988 0.8454 0.911 0.0462 0.9156
"Pz" 0.2978 0.0108 0.0202 0.0324 0.331 0.0576 0.0256 0.0246 0.072
"CPz" 0.1732 0.0426 0.01 0.016 0.2092 0.0866 0.0328 0.0096 0.0764
"Fpz" 0.6674 0.68 0.0418 0.0432 0.6816 0.6958 0.5984 0.043 0.6186
"Fp2" 0.9506 0.6078 0.037 0.05 0.9528 0.6256 0.8636 0.0414 0.8678
"AF8" 0.457 0.4902 0.079 0.0472 0.4934 0.521 0.7882 0.059 0.8022
"AF4" 0.6216 0.3022 0.0404 0.0428 0.6456 0.3394 0.3696 0.0412 0.4044
"AFz" 0.4338 0.047 0.0214 0.0328 0.4562 0.0882 0.1222 0.0224 0.161
"Fz" 0.5866 0.0802 0.0268 0.0808 0.6126 0.1294 0.6854 0.0464 0.7014
"F2" 0.6 0.0306 0.0162 0.0424 0.6126 0.074 0.1366 0.024 0.1744
"F4" 0.1276 0.3812 0.0318 0.0166 0.1694 0.4082 0.0936 0.0206 0.137
"F6" 0.6444 0.116 0.0248 0.038 0.6554 0.1538 0.216 0.0318 0.2514
"F8" 0.9522 0.6172 0.0482 0.0586 0.9534 0.638 0.8354 0.0508 0.8442
"FT8" 0.9776 0.1824 0.029 0.0438 0.9744 0.216 0.4512 0.0344 0.4728
"FC6" 0.992 0.3892 0.0356 0.0506 0.9906 0.4178 0.674 0.042 0.6858
"FC4" 0.361 0.0492 0.017 0.031 0.388 0.0974 0.097 0.0204 0.1388
"FC2" 0.9672 0.0158 0.024 0.0598 0.9592 0.071 0.0888 0.0366 0.1396
"FCz" 0.6496 0.0382 0.0154 0.0342 0.6678 0.078 0.1648 0.021 0.1994
"Cz" 0.5548 0.0868 0.0264 0.0434 0.5788 0.1316 0.1044 0.032 0.1492
"C2" 0.7146 0.02 0.0206 0.0524 0.7244 0.075 0.0452 0.0352 0.099
"C4" 0.9976 0.0374 0.0188 0.0632 0.991 0.088 0.3052 0.0332 0.3386
"C6" 0.307 0.0372 0.0264 0.0324 0.3374 0.082 0.0586 0.0292 0.1014
"T8" 0.8976 0.397 0.0578 0.0446 0.9062 0.4248 0.7238 0.0502 0.7344
"TP8" 0.8168 0.4902 0.0358 0.0624 0.8292 0.5134 0.8886 0.045 0.8906
"CP6" 0.9424 0.0788 0.0174 0.0542 0.9466 0.1178 0.381 0.0302 0.4052
"CP4" 0.807 0.0338 0.021 0.0452 0.815 0.0774 0.1968 0.029 0.234
"CP2" 0.4092 0.025 0.0098 0.0332 0.428 0.0682 0.0676 0.0192 0.1076
"P2" 0.6096 0.2764 0.0362 0.0408 0.6364 0.3128 0.3156 0.038 0.3508
"P4" 0.244 0.3546 0.0382 0.0666 0.2822 0.3868 0.7526 0.0502 0.7644
"P6" 0.8262 0.0058 0.0182 0.0692 0.8424 0.0544 0.207 0.0332 0.2448
