"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.6818 0.077 0 0 0.6818 0.077 0.1448 0 0.1448
"AF7" 0.9148 0.7166 0 2e-04 0.9148 0.7166 0.8082 0 0.8082
"AF3" 0.5 0.1292 0 0 0.5 0.1292 0.2276 0 0.2276
"F1" 0.32 0.3114 0 6e-04 0.32 0.3114 0.703 0 0.703
"F3" 0.7732 0.9688 0 0 0.7732 0.9688 0.8216 0 0.8216
"F5" 0.665 0.3416 2e-04 2e-04 0.6652 0.3414 0.9328 2e-04 0.9326
"F7" 0.737 0.1732 2e-04 4e-04 0.7372 0.1734 0.7432 2e-04 0.743
"FT7" 0.8476 0.4672 0 2e-04 0.8476 0.4672 0.6082 0 0.6082
"FC5" 0.9452 0.8012 0 0 0.9452 0.8012 0.939 0 0.939
"FC3" 0.6714 0.8808 0 0 0.6714 0.8808 0.6798 0 0.6798
"FC1" 0.311 0.9398 0 6e-04 0.311 0.9398 0.3972 0 0.3972
"C1" 0.721 0.4518 0 0 0.721 0.4518 0.4858 0 0.4858
"C3" 0.7652 0.0936 0 0 0.7652 0.0936 0.2898 0 0.2898
"C5" 0.5292 0.3212 0 0 0.5292 0.3212 0.2966 0 0.2966
"T7" 0.3632 0.7062 0 4e-04 0.3632 0.7062 0.6514 0 0.6514
"TP7" 0.6088 0.3234 0 0 0.6088 0.3234 0.3628 0 0.3628
"CP5" 0.1784 0.063 0 0 0.1784 0.063 0.0498 0 0.0498
"CP3" 0.641 0.011 0 0 0.641 0.011 0.0682 0 0.0682
"CP1" 0.9702 0.0266 0 0 0.9702 0.0266 0.2182 0 0.2182
"P1" 0.9056 0.981 0 0 0.9056 0.981 0.9152 0 0.9152
"P3" 0.2562 0.3482 0 0 0.2562 0.3482 0.2082 0 0.2082
"P5" 0.1266 0.005 0 0 0.1266 0.005 0.0106 0 0.0106
"P7" 0.7822 0.3764 0 0 0.7822 0.3764 0.511 0 0.511
"P9" 0.5206 0.1728 0 0 0.5206 0.1728 0.252 0 0.252
"PO7" 0.6754 0.87 2e-04 2e-04 0.6756 0.8698 0.8076 2e-04 0.8078
"PO3" 0.7878 0.2272 0 0 0.7878 0.2272 0.399 0 0.399
"O1" 0.6762 0.2822 4e-04 0 0.6762 0.2822 0.783 0 0.783
"Oz" 0.6232 0.3062 0 0 0.6232 0.3062 0.3088 0 0.3088
"POz" 0.6186 0.2142 0 0 0.6186 0.2142 0.4272 0 0.4272
"Pz" 0.3934 0.2318 0 0 0.3934 0.2318 0.2166 0 0.2166
"CPz" 0.6976 0.2544 0 6e-04 0.6976 0.2544 0.8004 0 0.8004
"Fpz" 0.9542 0.8894 2e-04 2e-04 0.9544 0.8892 0.9082 2e-04 0.908
"Fp2" 0.6806 0.078 0 0 0.6806 0.078 0.653 0 0.653
"AF8" 0.9282 0.0212 0 0 0.9282 0.0212 0.2432 0 0.2432
"AF4" 0.9862 0.3006 0 0 0.9862 0.3006 0.5792 0 0.5792
"AFz" 0.803 0.4666 0 0 0.803 0.4666 0.903 0 0.903
"Fz" 0.8568 0.0944 0 0 0.8568 0.0944 0.509 0 0.509
"F2" 0.3026 0.0348 0 6e-04 0.3026 0.0348 0.8664 0 0.8664
"F4" 0.333 0.0226 0 6e-04 0.3332 0.0228 0.7448 0 0.745
"F6" 0.5144 0.7904 0 0 0.5144 0.7904 0.5138 0 0.5138
"F8" 0.5282 0.6658 0 0 0.5282 0.6658 0.777 0 0.777
"FT8" 0.5238 0.5538 0 0 0.5238 0.5538 0.8544 0 0.8544
"FC6" 0.1404 0.0614 0 2e-04 0.1404 0.0614 0.795 0 0.795
"FC4" 0.4076 0.018 0 8e-04 0.4078 0.0182 0.6358 2e-04 0.636
"FC2" 0.5408 0.872 0 0 0.5408 0.872 0.6814 0 0.6814
"FCz" 0.7 0.5924 0 0 0.7 0.5924 0.566 0 0.566
"Cz" 0.328 0.3526 0 0 0.328 0.3526 0.8556 0 0.8556
"C2" 0.5828 0.8274 0 0 0.5828 0.8274 0.7864 0 0.7864
"C4" 0.9658 0.3628 0 0 0.9658 0.3628 0.6324 0 0.6324
"C6" 0.2596 0.4012 0 0 0.2596 0.4012 0.6782 0 0.6782
"T8" 0.874 0.4028 0 0 0.874 0.4028 0.5948 0 0.5948
"TP8" 0.5026 0.6732 0 0 0.5026 0.6732 0.453 0 0.453
"CP6" 0.882 0.9142 0 0 0.882 0.9142 0.9616 0 0.9616
"CP4" 0.9656 0.4048 0 0 0.9656 0.4048 0.6882 0 0.6882
"CP2" 0.9302 0.1852 0 0 0.9302 0.1852 0.447 0 0.447
"P2" 0.964 0.869 0 0 0.964 0.869 0.9072 0 0.9072
"P4" 0.5514 0.869 0 0 0.5514 0.869 0.7434 0 0.7434
"P6" 0.6554 0.1238 0 0 0.6554 0.1238 0.2638 0 0.2638
"P8" 0.8906 0.5996 2e-04 0 0.8906 0.5996 0.8768 2e-04 0.8768
"P10" 0.0978 0.032 0.0012 0.029 0.0978 0.032 0.0276 0.0042 0.0276
"PO8" 0.7682 0.8384 0 4e-04 0.7682 0.8384 0.744 0 0.744
"PO4" 0.3998 0.7028 0 0 0.3998 0.7028 0.673 0 0.673
"O2" 0.4656 0.029 2e-04 4e-04 0.4656 0.029 0.104 0 0.104
