"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.794 0.794 0.61 0.61 0.906 0.906 0.794 0.61 0.906
"AF7" 0.03 0.03 0.694 0.694 0.672 0.672 0.03 0.694 0.672
"AF3" 0.588 0.588 0.692 0.692 0.856 0.856 0.588 0.692 0.856
"F1" 0.094 0.094 0.682 0.682 0.676 0.676 0.094 0.682 0.676
"F3" 0.472 0.472 0.642 0.642 0.752 0.752 0.472 0.642 0.752
"F5" 0.368 0.368 0.632 0.632 0.77 0.77 0.368 0.632 0.77
"F7" 0.764 0.764 0.622 0.622 0.974 0.974 0.764 0.622 0.974
"FT7" 0.47 0.47 0.63 0.63 0.814 0.814 0.47 0.63 0.814
"FC5" 0.544 0.544 0.628 0.628 0.85 0.85 0.544 0.628 0.85
"FC3" 0.256 0.256 0.65 0.65 0.73 0.73 0.256 0.65 0.73
"FC1" 0.378 0.378 0.69 0.69 0.79 0.79 0.378 0.69 0.79
"C1" 0.026 0.026 0.642 0.642 0.608 0.608 0.026 0.642 0.608
"C3" 0.102 0.102 0.682 0.682 0.686 0.686 0.102 0.682 0.686
"C5" 0.18 0.18 0.598 0.598 0.71 0.71 0.18 0.598 0.71
"T7" 0.376 0.376 0.674 0.674 0.77 0.77 0.376 0.674 0.77
"TP7" 0.756 0.756 0.628 0.628 0.922 0.922 0.756 0.628 0.922
"CP5" 0.738 0.738 0.604 0.604 0.906 0.906 0.738 0.604 0.906
"CP3" 0.154 0.154 0.668 0.668 0.712 0.712 0.154 0.668 0.712
"CP1" 0.646 0.646 0.618 0.618 0.808 0.808 0.646 0.618 0.808
"P1" 0.524 0.524 0.596 0.596 0.796 0.796 0.524 0.596 0.796
"P3" 0.698 0.698 0.646 0.646 0.898 0.898 0.698 0.646 0.898
"P5" 0.892 0.892 0.592 0.592 0.924 0.924 0.892 0.592 0.924
"P7" 0.594 0.594 0.634 0.634 0.836 0.836 0.594 0.634 0.836
"P9" 0 0 0.514 0.514 0.588 0.588 0 0.514 0.588
"PO7" 0.32 0.32 0.602 0.602 0.742 0.742 0.32 0.602 0.742
"PO3" 0.026 0.026 0.62 0.62 0.654 0.654 0.026 0.62 0.654
"O1" 0.676 0.676 0.66 0.66 0.89 0.89 0.676 0.66 0.89
"Iz" 0.266 0.266 0.568 0.568 0.678 0.678 0.266 0.568 0.678
"Oz" 0.006 0.006 0.57 0.57 0.638 0.638 0.006 0.57 0.638
"POz" 0.84 0.84 0.622 0.622 0.948 0.948 0.84 0.622 0.948
"Pz" 0.08 0.08 0.676 0.676 0.672 0.672 0.08 0.676 0.672
"CPz" 0.136 0.136 0.74 0.74 0.774 0.774 0.136 0.74 0.774
"Fpz" 0.452 0.452 0.682 0.682 0.822 0.822 0.452 0.682 0.822
"Fp2" 0.9 0.9 0.704 0.704 0.96 0.96 0.9 0.704 0.96
"AF8" 0.168 0.168 0.67 0.67 0.678 0.678 0.168 0.67 0.678
"AF4" 0.454 0.454 0.668 0.668 0.784 0.784 0.454 0.668 0.784
"AFz" 0.598 0.598 0.692 0.692 0.884 0.884 0.598 0.692 0.884
"Fz" 0.494 0.494 0.678 0.678 0.85 0.85 0.494 0.678 0.85
"F2" 0.464 0.464 0.724 0.724 0.83 0.83 0.464 0.724 0.83
"F4" 0.234 0.234 0.664 0.664 0.74 0.74 0.234 0.664 0.74
"F6" 0.77 0.77 0.672 0.672 0.92 0.92 0.77 0.672 0.92
"F8" 0.996 0.996 0.656 0.656 0.976 0.976 0.996 0.656 0.976
"FT8" 0.206 0.206 0.618 0.618 0.724 0.724 0.206 0.618 0.724
"FC6" 0.436 0.436 0.614 0.614 0.812 0.812 0.436 0.614 0.812
"FC4" 0.984 0.984 0.648 0.648 0.978 0.978 0.984 0.648 0.978
"FC2" 0.02 0.02 0.704 0.704 0.65 0.65 0.02 0.704 0.65
"FCz" 0.338 0.338 0.676 0.676 0.76 0.76 0.338 0.676 0.76
"Cz" 0.014 0.014 0.756 0.756 0.716 0.716 0.014 0.756 0.716
"C2" 0.038 0.038 0.642 0.642 0.606 0.606 0.038 0.642 0.606
"C4" 0.796 0.796 0.656 0.656 0.936 0.936 0.796 0.656 0.936
"C6" 0.136 0.136 0.682 0.682 0.762 0.762 0.136 0.682 0.762
"T8" 0.928 0.928 0.666 0.666 0.932 0.932 0.928 0.666 0.932
"TP8" 0.926 0.926 0.662 0.662 0.992 0.992 0.926 0.662 0.992
"CP6" 0.756 0.756 0.626 0.626 0.894 0.894 0.756 0.626 0.894
"CP4" 0.522 0.522 0.594 0.594 0.782 0.782 0.522 0.594 0.782
"CP2" 0.736 0.736 0.648 0.648 0.86 0.86 0.736 0.648 0.86
"P2" 0.094 0.094 0.674 0.674 0.67 0.67 0.094 0.674 0.67
"P4" 0.08 0.08 0.62 0.62 0.686 0.686 0.08 0.62 0.686
"P6" 0.002 0.002 0.578 0.578 0.684 0.684 0.002 0.578 0.684
"P8" 0.02 0.02 0.508 0.508 0.578 0.578 0.02 0.508 0.578
"P10" 0 0 0.54 0.54 0.614 0.614 0 0.54 0.614
"PO8" 0.33 0.33 0.588 0.588 0.776 0.776 0.33 0.588 0.776
"PO4" 0 0 0.454 0.454 0.638 0.638 0 0.454 0.638
"O2" 0 0 0.528 0.528 0.634 0.634 0 0.528 0.634
