"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.376 0.376 0.03 0.03 0.382 0.382 0.376 0.03 0.382
"AF7" 0.254 0.254 0.016 0.016 0.27 0.27 0.254 0.016 0.27
"AF3" 0.454 0.454 0.018 0.018 0.472 0.472 0.454 0.018 0.472
"F1" 0.81 0.81 0.018 0.018 0.81 0.81 0.81 0.018 0.81
"F3" 0.994 0.994 0.024 0.024 0.99 0.99 0.994 0.024 0.99
"F5" 0.708 0.708 0.02 0.02 0.714 0.714 0.708 0.02 0.714
"F7" 0.222 0.222 0.02 0.02 0.248 0.248 0.222 0.02 0.248
"FT7" 0.704 0.704 0.028 0.028 0.704 0.704 0.704 0.028 0.704
"FC5" 0.9 0.9 0.02 0.02 0.896 0.896 0.9 0.02 0.896
"FC3" 0.72 0.72 0.006 0.006 0.726 0.726 0.72 0.006 0.726
"FC1" 0.622 0.622 0.02 0.02 0.634 0.634 0.622 0.02 0.634
"C1" 0.57 0.57 0.026 0.026 0.586 0.586 0.57 0.026 0.586
"C3" 0.24 0.24 0.022 0.022 0.258 0.258 0.24 0.022 0.258
"C5" 0.86 0.86 0.016 0.016 0.86 0.86 0.86 0.016 0.86
"T7" 0.202 0.202 0.01 0.01 0.22 0.22 0.202 0.01 0.22
"TP7" 0.98 0.98 0.026 0.026 0.974 0.974 0.98 0.026 0.974
"CP5" 0.982 0.982 0.018 0.018 0.988 0.988 0.982 0.018 0.988
"CP3" 0.98 0.98 0.02 0.02 0.98 0.98 0.98 0.02 0.98
"CP1" 0.704 0.704 0.03 0.03 0.718 0.718 0.704 0.03 0.718
"P1" 0.192 0.192 0.02 0.02 0.208 0.208 0.192 0.02 0.208
"P3" 0.402 0.402 0.024 0.024 0.426 0.426 0.402 0.024 0.426
"P5" 0.734 0.734 0.024 0.024 0.734 0.734 0.734 0.024 0.734
"P7" 0.972 0.972 0.024 0.024 0.98 0.98 0.972 0.024 0.98
"P9" 0.86 0.86 0.012 0.012 0.868 0.868 0.86 0.012 0.868
"PO7" 0.75 0.75 0.024 0.024 0.764 0.764 0.75 0.024 0.764
"PO3" 0.922 0.922 0.022 0.022 0.92 0.92 0.922 0.022 0.92
"O1" 0.46 0.46 0.012 0.012 0.474 0.474 0.46 0.012 0.474
"Iz" 0.968 0.968 0.014 0.014 0.966 0.966 0.968 0.014 0.966
"Oz" 0.682 0.682 0.016 0.016 0.688 0.688 0.682 0.016 0.688
"POz" 0.622 0.622 0.012 0.012 0.624 0.624 0.622 0.012 0.624
"Pz" 0.182 0.182 0.01 0.01 0.19 0.19 0.182 0.01 0.19
"CPz" 0.75 0.75 0.02 0.02 0.75 0.75 0.75 0.02 0.75
"Fpz" 0.54 0.54 0.014 0.014 0.544 0.544 0.54 0.014 0.544
"Fp2" 0.996 0.996 0.022 0.022 0.998 0.998 0.996 0.022 0.998
"AF8" 0.7 0.7 0.016 0.016 0.706 0.706 0.7 0.016 0.706
"AF4" 0.826 0.826 0.016 0.016 0.83 0.83 0.826 0.016 0.83
"AFz" 0.204 0.204 0.018 0.018 0.222 0.222 0.204 0.018 0.222
"Fz" 0.938 0.938 0.024 0.024 0.94 0.94 0.938 0.024 0.94
"F2" 0.666 0.666 0.014 0.014 0.67 0.67 0.666 0.014 0.67
"F4" 0.612 0.612 0.034 0.034 0.624 0.624 0.612 0.034 0.624
"F6" 0.57 0.57 0.012 0.012 0.574 0.574 0.57 0.012 0.574
"F8" 0.61 0.61 0.042 0.042 0.612 0.612 0.61 0.042 0.612
"FT8" 0.714 0.714 0.016 0.016 0.714 0.714 0.714 0.016 0.714
"FC6" 0.326 0.326 0.026 0.026 0.338 0.338 0.326 0.026 0.338
"FC4" 0.418 0.418 0.016 0.016 0.432 0.432 0.418 0.016 0.432
"FC2" 0.72 0.72 0.022 0.022 0.73 0.73 0.72 0.022 0.73
"FCz" 0.936 0.936 0.022 0.022 0.944 0.944 0.936 0.022 0.944
"Cz" 0.906 0.906 0.016 0.016 0.91 0.91 0.906 0.016 0.91
"C2" 0.982 0.982 0.026 0.026 0.984 0.984 0.982 0.026 0.984
"C4" 0.95 0.95 0.01 0.01 0.948 0.948 0.95 0.01 0.948
"C6" 0.672 0.672 0.024 0.024 0.67 0.67 0.672 0.024 0.67
"T8" 0.476 0.476 0.018 0.018 0.49 0.49 0.476 0.018 0.49
"TP8" 0.99 0.99 0.022 0.022 0.996 0.996 0.99 0.022 0.996
"CP6" 0.534 0.534 0.024 0.024 0.554 0.554 0.534 0.024 0.554
"CP4" 0.68 0.68 0.012 0.012 0.686 0.686 0.68 0.012 0.686
"CP2" 0.268 0.268 0.016 0.016 0.28 0.28 0.268 0.016 0.28
"P2" 0.536 0.536 0.024 0.024 0.53 0.53 0.536 0.024 0.53
"P4" 0.464 0.464 0.016 0.016 0.476 0.476 0.464 0.016 0.476
"P6" 0.878 0.878 0.012 0.012 0.876 0.876 0.878 0.012 0.876
"P8" 0.796 0.796 0.02 0.02 0.806 0.806 0.796 0.02 0.806
"P10" 0.312 0.312 0.012 0.012 0.322 0.322 0.312 0.012 0.322
"PO8" 0.068 0.068 0.018 0.018 0.088 0.088 0.068 0.018 0.088
"PO4" 0.18 0.18 0.022 0.022 0.2 0.2 0.18 0.022 0.2
"O2" 0.688 0.688 0.016 0.016 0.688 0.688 0.688 0.016 0.688
