"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.5826 0.2032 8e-04 0 0.5826 0.2032 0.2152 4e-04 0.2152
"AF7" 0.9022 0.0892 6e-04 4e-04 0.9018 0.0892 0.1614 4e-04 0.161
"AF3" 0.8252 0.0036 6e-04 2e-04 0.825 0.0038 0.2762 2e-04 0.2764
"F1" 0.899 0.8044 2e-04 0 0.899 0.8044 0.8148 0 0.8148
"F3" 0.1474 0.0074 0 0 0.1474 0.0074 0.0178 0 0.0178
"F5" 0.7374 0.7052 0 0 0.7374 0.7052 0.7064 0 0.7064
"F7" 0.6838 0.6376 0 0 0.6838 0.6376 0.638 0 0.638
"FT7" 0.735 0.696 0 0 0.735 0.696 0.6968 0 0.6968
"FC5" 0.6934 0.6004 0 0 0.6934 0.6004 0.6018 0 0.6018
"FC3" 0.7976 0.3174 6e-04 2e-04 0.7978 0.3176 0.4676 6e-04 0.4678
"FC1" 0.644 0.2176 2e-04 0 0.644 0.2176 0.2632 0 0.2632
"C1" 0.9568 0.9802 0 0 0.9568 0.9802 0.9782 0 0.9782
"C3" 0.6116 0.9634 0 0 0.6116 0.9634 0.6784 0 0.6784
"C5" 0.6668 0.1404 2e-04 0 0.6668 0.1404 0.1984 0 0.1984
"T7" 0.0592 0.0178 2e-04 2e-04 0.0592 0.0178 0.0168 2e-04 0.0168
"TP7" 0.946 0.9132 0 0 0.946 0.9132 0.9136 0 0.9136
"CP5" 0.846 0.8252 0 0 0.846 0.8252 0.8254 0 0.8254
"CP3" 0.9886 0.9896 0 0 0.9886 0.9896 0.9832 0 0.9832
"CP1" 0.619 0.9666 0 0 0.619 0.9666 0.7108 0 0.7108
"P1" 0.3966 0.1386 0 0 0.3966 0.1386 0.1436 0 0.1436
"P3" 0.887 0.8614 0 0 0.887 0.8614 0.8554 0 0.8554
"P5" 0.4724 0.4208 0 0 0.4724 0.4208 0.4094 0 0.4094
"P7" 0.1988 0 0.0014 2e-04 0.1988 0 0.002 6e-04 0.002
"P9" 0.944 0.9842 0 0 0.944 0.9842 0.9478 0 0.9478
"PO7" 0.5906 0.0172 2e-04 2e-04 0.5904 0.0174 0.0572 2e-04 0.0574
"PO3" 0.329 0.9838 0 0 0.329 0.9838 0.442 0 0.442
"O1" 0.4838 0.0682 2e-04 0 0.4838 0.0682 0.7406 0 0.7406
"Oz" 0.7746 0.023 0 2e-04 0.7746 0.023 0.069 0 0.069
"POz" 0.249 0.0096 0 0 0.249 0.0096 0.021 0 0.021
"Pz" 0.5606 0.6352 0 0 0.5606 0.6352 0.872 0 0.872
"CPz" 0.899 0.714 0 0 0.899 0.714 0.7714 0 0.7714
"Fpz" 0.5804 0.4286 2e-04 2e-04 0.5806 0.4288 0.4336 2e-04 0.4338
"Fp2" 0.2848 0.0124 2e-04 0 0.2848 0.0124 0.0192 0 0.0192
"AF8" 0.9796 0.7754 0 2e-04 0.9798 0.7756 0.7848 2e-04 0.785
"AF4" 0.6094 0.159 0 0 0.6094 0.159 0.2408 0 0.2408
"AFz" 0.9472 0.8222 0 0 0.9472 0.8222 0.9652 0 0.9652
"Fz" 0.1416 0.6786 2e-04 8e-04 0.1418 0.6788 0.1582 6e-04 0.1584
"F2" 0.497 0.7446 0 0 0.497 0.7446 0.4888 0 0.4888
"F4" 0.9696 0.7992 2e-04 0 0.9696 0.7992 0.9062 0 0.9062
"F6" 0.7098 0.34 2e-04 2e-04 0.7096 0.3402 0.3568 2e-04 0.357
"F8" 0.2862 0.0656 0 0 0.2862 0.0656 0.0692 0 0.0692
"FT8" 0.233 0.0918 0 0 0.233 0.0918 0.0942 0 0.0942
"FC6" 0.4118 0.328 0 0 0.4118 0.328 0.2794 0 0.2794
"FC4" 0.9146 0.8104 0 0 0.9146 0.8104 0.8228 0 0.8228
"FC2" 0.7402 0.8404 0 0 0.7402 0.8404 0.8406 0 0.8406
"FCz" 0.9924 0.9836 2e-04 2e-04 0.9926 0.9834 0.9726 2e-04 0.9724
"Cz" 0.5212 0.3008 2e-04 0 0.5212 0.3008 0.2826 0 0.2826
"C2" 0.4378 0.7286 0 0 0.4378 0.7286 0.636 0 0.636
"C4" 0.6372 0.825 0 0 0.6372 0.825 0.79 0 0.79
"C6" 0.7026 0.1874 0 0 0.7026 0.1874 0.2768 0 0.2768
"T8" 0.3778 4e-04 0 0 0.3778 4e-04 0.0036 0 0.0036
"TP8" 0.349 0.2306 0 0 0.349 0.2306 0.2288 0 0.2288
"CP6" 0.3104 0.289 0 0 0.3104 0.289 0.2374 0 0.2374
"CP4" 0.4006 0.8898 0 0 0.4006 0.8898 0.4716 0 0.4716
"CP2" 0.9188 0.966 0 0 0.9188 0.966 0.9648 0 0.9648
"P2" 0.8756 0.8902 0 0 0.8756 0.8902 0.8524 0 0.8524
"P4" 0.653 0.877 2e-04 2e-04 0.6528 0.8768 0.6554 2e-04 0.6552
"P6" 0.1096 0.1116 4e-04 4e-04 0.11 0.112 0.0544 4e-04 0.0548
"P8" 0.5746 0.5462 0 0 0.5746 0.5462 0.5274 0 0.5274
"P10" 0.3996 0.1872 2e-04 2e-04 0.4 0.1876 0.1746 2e-04 0.175
"PO8" 0.1976 0.2312 2e-04 2e-04 0.1978 0.2314 0.1964 2e-04 0.1966
"PO4" 0.87 0.8992 0 0 0.87 0.8992 0.8638 0 0.8638
"O2" 0.2808 0.4316 2e-04 2e-04 0.281 0.4318 0.2132 2e-04 0.2134
