"ACME_control" "ACME_treated" "ADE_control" "ADE_treated" "Prop_Mediated_control" "Prop_Mediated_treated" "ACME_average" "ADE_average" "Prop_Mediated_average"
"Fp1" 0.26 0.26 0.02 0.02 0.28 0.28 0.26 0.02 0.28
"AF7" 0.04 0.04 0 0 0.04 0.04 0.04 0 0.04
"AF3" 0.58 0.58 0 0 0.58 0.58 0.58 0 0.58
"F1" 0.46 0.46 0 0 0.48 0.48 0.46 0 0.48
"F3" 0.9 0.9 0 0 0.9 0.9 0.9 0 0.9
"F5" 0.16 0.16 0 0 0.16 0.16 0.16 0 0.16
"F7" 0.52 0.52 0 0 0.52 0.52 0.52 0 0.52
"FT7" 0.86 0.86 0 0 0.86 0.86 0.86 0 0.86
"FC5" 0.7 0.7 0.04 0.04 0.74 0.74 0.7 0.04 0.74
"FC3" 0.72 0.72 0 0 0.72 0.72 0.72 0 0.72
"FC1" 0.22 0.22 0 0 0.22 0.22 0.22 0 0.22
"C1" 0.58 0.58 0 0 0.58 0.58 0.58 0 0.58
"C3" 0.88 0.88 0 0 0.88 0.88 0.88 0 0.88
"C5" 0.86 0.86 0 0 0.86 0.86 0.86 0 0.86
"T7" 0 0 0 0 0 0 0 0 0
"TP7" 0.76 0.76 0.02 0.02 0.78 0.78 0.76 0.02 0.78
"CP5" 0.96 0.98 0.02 0.02 0.98 1 0.96 0.02 0.98
"CP3" 0.92 0.92 0 0 0.92 0.92 0.92 0 0.92
"CP1" 0.34 0.34 0 0 0.34 0.34 0.34 0 0.34
"P1" 0.82 0.82 0 0 0.82 0.82 0.82 0 0.82
"P3" 0.84 0.84 0 0 0.84 0.84 0.84 0 0.84
"P5" 0.6 0.6 0 0 0.6 0.6 0.6 0 0.6
"P7" 0.84 0.84 0 0 0.84 0.84 0.84 0 0.84
"P9" 0.16 0.16 0 0 0.16 0.16 0.16 0 0.16
"PO7" 0.62 0.62 0 0 0.62 0.62 0.62 0 0.62
"PO3" 0.84 0.84 0 0 0.84 0.84 0.84 0 0.84
"O1" 0.12 0.1 0 0 0.12 0.1 0.1 0 0.1
"Iz" 0.94 0.94 0.02 0.02 0.92 0.92 0.94 0.02 0.92
"Oz" 1 1 0 0 1 1 1 0 1
"POz" 0.98 0.98 0.02 0.02 0.98 0.98 0.98 0.02 0.98
"Pz" 0.72 0.72 0 0 0.72 0.72 0.72 0 0.72
"CPz" 0.8 0.8 0 0 0.8 0.8 0.8 0 0.8
"Fpz" 0.32 0.32 0 0 0.32 0.32 0.32 0 0.32
"Fp2" 0.3 0.3 0 0 0.3 0.3 0.3 0 0.3
"AF8" 0.58 0.58 0 0 0.58 0.58 0.58 0 0.58
"AF4" 1 1 0 0 1 1 1 0 1
"AFz" 0.78 0.78 0 0 0.78 0.78 0.78 0 0.78
"Fz" 0.6 0.6 0 0 0.6 0.6 0.6 0 0.6
"F2" 0.24 0.24 0 0 0.24 0.24 0.24 0 0.24
"F4" 0.46 0.46 0 0 0.46 0.46 0.46 0 0.46
"F6" 0.2 0.2 0.02 0.02 0.22 0.22 0.2 0.02 0.22
"F8" 0.9 0.9 0 0 0.9 0.9 0.9 0 0.9
"FT8" 0.88 0.88 0 0 0.88 0.88 0.88 0 0.88
"FC6" 0.74 0.74 0.02 0.02 0.72 0.72 0.74 0.02 0.72
"FC4" 0.76 0.76 0 0 0.76 0.76 0.76 0 0.76
"FC2" 0.74 0.74 0 0 0.74 0.74 0.74 0 0.74
"FCz" 0.74 0.74 0 0 0.74 0.74 0.74 0 0.74
"Cz" 0.24 0.24 0 0 0.24 0.24 0.24 0 0.24
"C2" 0.84 0.84 0 0 0.84 0.84 0.84 0 0.84
"C4" 0.38 0.38 0 0 0.38 0.38 0.38 0 0.38
"C6" 0.74 0.74 0 0 0.74 0.74 0.74 0 0.74
"T8" 0.74 0.74 0 0 0.74 0.74 0.74 0 0.74
"TP8" 0.5 0.5 0 0 0.5 0.5 0.5 0 0.5
"CP6" 0.7 0.7 0 0 0.7 0.7 0.7 0 0.7
"CP4" 0.46 0.46 0 0 0.46 0.46 0.46 0 0.46
"CP2" 0.3 0.3 0 0 0.3 0.3 0.3 0 0.3
"P2" 0.64 0.64 0 0 0.64 0.64 0.64 0 0.64
"P4" 0.12 0.12 0 0 0.12 0.12 0.12 0 0.12
"P6" 0.26 0.26 0 0 0.26 0.26 0.26 0 0.26
"P8" 0.98 0.98 0 0 0.98 0.98 0.98 0 0.98
"P10" 0.68 0.68 0 0 0.68 0.68 0.68 0 0.68
"PO8" 0.84 0.84 0 0 0.84 0.84 0.84 0 0.84
"PO4" 0.18 0.18 0.02 0.02 0.18 0.18 0.18 0.02 0.18
"O2" 0.82 0.82 0 0 0.82 0.82 0.82 0 0.82
